Artist,Title,Lyrics,Tempo,Key,Loudness,Mode
Cannons,Goodbye,"[Verse 1]
I'm just looking out the windowsill
The sun is low, the tide is high
Under the red-moon sky
That's when you said goodbye
And you said
You said you'd save my soul
You said you'd set me free
Don't know what you've done to me
Maybe I, maybe I need you tonight
[Chorus]
Come back and work it out with me
It's plain to see
I need you, but do you need me?
Come back and work it out with me
I'm on my knees
I need you, but do you need me?
[Verse 2]
I'm just looking out the windowsill
The key is lost and so is the high
On that velvet night
That's when we said goodbye
And there was
There's nothing left to see
There's nothing left of me
Don't know how to let you lеave
But maybe I, maybe I'm out of my mind",169.813,9,-6.898,0
Labrinth,Covering,"[Verse 1]
Mm, my candlelight
Burnin' up like Palo Santo through the night
You, you by my side
Feelin' like my four-leaf clover every time
[Pre-Chorus]
Don't let go
You could be my sa—, my savin' grace
Now go float
Turnin' to the sky got me feelin' invisible
[Chorus]
Like a charm 'round my neck
Like a prayer, prayer to protect
Feels like something's in the air
And it's watchin' all my steps
Oh, I feel you coverin' all over me
I feel you coverin' all over me, oh no
I feel the love and it's all over me
Pick me in the dark when you're all over me, oh, oh-oh
[Verse 2]
Mm, now I feel safe
Under your protection, your sacred embrace
Love is God, baby, love is God, baby
Feel the whole universe in your arms, baby, yeah
And I'm 'bout to go to space",155.856,8,-6.773,0
Lana Del Rey,Let The Light In (feat. Father John Misty),"[Verse 1: Lana Del Rey]
Pick you up at home, quarter to three
Ask you if you want somethin' to eat
Drive around, get drunk, do it over again
Wake you up at night, quarter to one
I can never stop, wanna have fun
Don't be actin' like I'm the kinda girl who can sleep
[Pre-Chorus: Lana Del Rey]
'Cause every time you say you're gonna go
I just smile, 'cause, babe, I already know
You know I got nothin' under this overcoat
[Chorus: Lana Del Rey & Father John Misty]
Ooh, let the light in
At your back door yelling 'cause I wanna come in
Ooh, turn your light on
Look at us, you and I, back at it again
[Verse 2: Lana Del Rey]
Pick you up around quarter to two
Usually we got nothin' to do
Screw it, maybe you should go and record some of your songs
Got my dress on tight
 'cause you know that I
Look shinin' in the light, therе's so much ridin'
On this life and how we write a lovе song",132.449,9,-9.748,1
The Neighbourhood,Cry Baby,"[Verse 1]
I think I talk too much
I need to listen, baby
I need to listen, baby
I need to listen good
I think I try too hard
How I look, what I do, what I'm sayin'
I spend too much time explainin' myself
I hope there's some time to change it
[Pre-Chorus]
I can taste it, my heart's breakin', please don't say
That you know, when you know
I can't take it, I'm impatient, tell me, baby
Now I know, you should go
[Chorus]
I know I'll fall in love with you, baby
And that's not what I wanna do
I hope you won't ever lie to me
And if you do, I know I won't be your cry baby
[Verse 2]
I think I worry a lot
I need to take it easy
I've got this anxious feeling
But it goes away for a minute when I'm with you, breathing",108.033,4,-4.891,0
Swedish House Mafia,Lifetime (with Ty Dolla $ign & 070 Shake),"[Chorus: 070 Shake & 
Ty Dolla $ign
]
Under the white light
Once in a lifetime
Watching the skyline
Don't change your mind while
You're under the white light
Once in a lifetime
Watching the skyline
Don't change your mind while
You're under the white light (
Dolla $ign
)
[Verse 1: Ty Dolla $ign]
Once in a lifetime (Time)
Baby, it's the right time (Right time)
I'll put on the red light
Told you it was on on site
You had on that sundress (Yeah)
Never fail to impress (Press)
We had thе best sex (Sex)
Wе made love all night (All night)
[Chorus: 070 Shake & 
Ty Dolla $ign
]
Under the white light
Once in a lifetime (
Once in a lifetime
)
Watching the skyline
Don't change your mind while (
Don't change your mind
)
You're under the white light
Once in a lifetime
Watching the skyline
Don't change your mind while
You're under the white light",99.841,11,-7.824,0
ANOTR,Relax My Eyes,"[Chorus]
Relax my eyes
I see flashing lights
And we're not alone
Are you alright
On the other side
I can feel you close
I feel alive
Hear the drums get high
And the bass down low
Open your mind
We could dance all night
I don't want to go
[Verse]
Lets take our minds
Off society's lies
Back in control
I feel the rise
In the brother's eyes
But we're not alone
We'll see the signs
When the kingdom dies
And we'll all be free
[Chorus]
Relax my eyes
I see flashing lights
And we're not alone
Are you alright
On the other side
I can feel you close
I feel alive
Hear the drums get high
And the bass down low
Open your mind
We could dance all night
I don't want to go",131.975,3,-9.76,0
Selena Gomez,Fetish (feat. Gucci Mane),"[Verse 1: Selena Gomez]
Take it or leave it
Baby, take it or leave it
But I know you won't leave it
'Cause I know that you need it (Uh)
Look in the mirror
When I look in the mirror
Baby, I see it clearer
Why you wanna be nearer (Uh)
[Pre-Chorus: Selena Gomez]
I'm not surprised
I sympathize (Ah)
I can't deny
Your appetite (Ah)
[Chorus: Selena Gomez]
You got a fetish for my love
I push you out and you come right back
Don't see a point in blamin' you
If I were you, I'd do me too
You got a fetish for my love
I push you out and you come right back
Don't see a point in blamin' you
If I were you, I'd do me too
You got a fetish for my love",123.013,2,-4.424,1
Labrinth,Mount Everest,"[Verse 1]
Mount Everest ain't got shit on me
Mount Everest ain't got shit on me
'Cause I'm on top of the world
I'm on top of the world, yeah
Burj Dubai ain't got shit on me
You could touch the sky but you ain't got shit on me
'Cause I'm on top of the world
I'm on top of the world, yeah
[Chorus]
Woop
Woop
Woop
Woop, woop, woop
Woop
Woop
Woop
So high, so high
Huh
Woop
Woop, ah
Woop
Woop, woop, woop
Woop
Woop
Woop
So high, so high",87.724,0,-7.239,0
Tory Lanez,The Color Violet,"[Verse 1]
I took my drugs and took my lovin' when I left out the spot
I left the party with a Barbie, marking X on the dot
She calls my phone up, but I told her, ""I'm a loner"" (Uh)
But she likes my watch and my droptop and my persona (Uh)
We hit the highway, one-five-five with my whole foot on the dash
She's in my ear, she's got no fear, she could care less if we crash
[Pre-Chorus]
But on my radar, I've got some nerve to play hard
I waited for my chance, but playboys, we don't dance, dance, dance
[Chorus]
I lost my heart (Uh)
Speedin' car, goin' ninety in the rain
Shе took my heart, filled it with nothin' but pain
This beat in my dancе is not for romance
I wanna stay, but playboys, we don't dance, dance, dance (I)
[Post-Chorus]
So I won't dance again (I), oh, baby
No, I won't dance again (That's why), oh, yeah (Uh)
No, I won't dance again (I)
No, I won't dance again
Pretty baby, ooh",105.02,6,-10.8,0
Her's,What Once Was,Lyrics Not Found,145.568,3,-4.369,0
BETWEEN FRIENDS,orange juice,"[Verse 1]
Got too close, I'm on the edge
Citrus kisses down your neck
I won't fall, never stall
Bring it back, growing tall
Laid out on my balcony
Watch the sky move from the breeze
We won't stop, never not
Falling down, take the drop
[Pre-Chorus]
When I picture you my mind goes, it happens all the time though
Making life divine on a field trip to the sky
Picture you my mind goes, it happens all the time though
Making life divine on a field trip to the sky
[Bridge]
And I know you're tired ease your mind (Mind)
Time flies, ending so soon
[Chorus]
Waking up, orange juice
Let me sip on you then somebody new
Mix it up like orange juice
In a swimming pool made for you
Waking up, orange juice
Let me sip on you then somebody new
Mix it up like orange juice
In a swimming pool made for you",124.987,4,-7.167,1
Pink Skies,Spectra,Lyrics Not Found,148.039,0,-6.617,0
Omar Apollo,Frío,"[Letra de ""Frío""]
[Coro]
Y no puedo amarte
De vuelta
Me besas
Con fuerza
No me sueltas
Acábame
La tristeza
Y no puedo amarte
De vuelta
Me besas
Con fuerza
No me sueltas
Acábame
La tristeza
[Verso 1]
No puedo
Con este dolor, dolor
Y ya acabe contigo, contigo
Tu negaste tanto amor, amor
Me dejaste frío, frío
[Pre-Coro]
Y cada vez que te veo en la calle
Que me va todo bien y tú sabes
Te la pasas llamando a mis padres
¿Que no ves que no somos iguales?
Y cada vez que te veo en la calle
Que me va todo bien y tú sabes
Te la pasas llamando a mis padres
¿Que no ves que no somos iguales¿",85.795,0,-3.966,0
Santea,Hurts Me,Lyrics Not Found,75.204,8,-11.768,0
The Weeknd,Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"I've seen the devil
Down Sunset
In every place
In every face
Yeah (uh, uh)
Yeah (uh, uh)
Tell me, do you see her? (Yeah, uh) she's livin' her life (uh)
Even if she acts like she don't want the limelight (uh, yeah, uh, uh)
But if you knew her (yeah-yeah, uh), she lives a lie
She calls the paparazzi, then she acts surprised, oh
Oh, I know what she needs (oh-oh, uh)
She just want the fame, I know what she fiends (oh-oh, uh, yeah)
Give her a little taste, runnin' back to me (oh-oh, uh)
Put it in her veins, pray her soul to keep, ooh
Ooh, every night (every night, uh), she prays to the sky
Flashin' lights is all she ever wants to see
Beggin' on her knees to be popular
That's her dream, to be popular (ha)
Kill anyone to be popular (hm)
Sell her soul to be popular (popular)
Just to be popular (uh-huh)
Everybody scream 'cause she popular (ha)
She mainstream 'cause she popular
Never be free 'cause she popular
Money on top of me, money on top of her (uh-huh)
Money on top of me, money on top of her (uh-huh)
Yeah, shawty fuck with me 'cause she know I'm popular (uh-huh)
Yeah, shawty fuck with me 'cause she know I'm popular
I know that you see me (huh), time's gone by (uh)
Spent my whole life runnin' from your flashin' lights
Try to own it (uh), but I'm alright (uh, yeah)
You can't take my soul without a fuckin' fight (uh), oh
Oh, I know what she needs (oh-oh, uh, yeah)
She just want the fame, I know what she fiends (oh-oh, uh, yeah)
Give her a little taste, runnin' back to me (oh-oh, uh, yeah)
Put it in her veins, pray her soul to keep, ooh (uh)
Ooh, every night (every night), she prays to the sky (ha)
Flashin' lights is all she ever wants to see
Beggin' on her knees to be popular (huh)
That's her dream, to be popular (hey)
Kill anyone to be popular (hm)
Sell her soul to be popular (popular)
Just to be popular (uh-huh)
Everybody scream 'cause she popular (ha)
She mainstream 'cause she popular
Never be free 'cause she popular
Money on top of me, money on top of her (uh-huh)
Money on top of me, money on top of her (uh-huh)
Yeah, shawty fuck with me 'cause she know I'm popular (uh)
Yeah, shawty fuck with me 'cause she know I'm popular (uh)
Money on top of me, money on top of her (uh-huh)
Money on top of me, money on top of her (uh-huh)
Yeah, shawty fuck with me 'cause she know I'm popular (uh-huh)
Yeah, shawty fuck with me 'cause she know I'm popular
I'm gettin' money and I'm keepin' it
I'm gettin' cash and I'm keepin' it
Money on top of me, money on top of her
Yeah, shawty fuck with me 'cause she know I'm popular
Pop-popular, born to be popular
She in debt, 20 mill', but she run it up
She can never be broke 'cause she popular
Turn the webcam on for the followers (ha-ha-ha-ha)
Beggin' on her knees to be popular
That's her dream, to be popular (ha)
Kill anyone to be popular (hm)
Sell her soul to be popular (popular)
Just to be popular (uh-huh)
Everybody scream 'cause she popular (ha)
She mainstream 'cause she popular
Never be free 'cause she popular",99.022,1,-6.23,1
Common Saints,Idol Eyes,"[Verse 1]
Sound it keeps on playing like it’s on and on
And music is religion and the gods the song
People keep on moving and they sing along
This feeling is a heaven where we all belong
Forget discrimination ‘cause we’re made of the same
Everybody’s loving ain’t no time to make names
Oh, we got the feeling and forever remains
Flying altogether on an orbital plane
[Chorus]
We ‘wanna make love, we ‘wanna get high
We ‘wanna make love, we ‘wanna get high
We ‘wanna make love, we ‘wanna get high
We ‘wanna make love
[Verse 2]
Sound it keeps on playing like it’s on and on
And music is religion and the gods the song
People keep on moving and they sing along
This feeling is a heaven where we all belong
Forget discrimination ‘cause we’re made of the same
Everybody’s loving ain’t no time to make names
Oh we got the feeling and forever remains
Flying altogether on an orbital plane",173.857,2,-7.462,0
Metro Boomin,Overdue (with Travis Scott),"[Travis Scott:]
Overtime and overdue (Due)
Ain't no sleep, that is old news (Old news)
Been outside, that's with the crew (Yeah)
Made my night up on the move (On the move)
In the morning, get the news (Check the news)
She come home I heard the zoom (Skr skr)
I step outside I need my piece (Peace)
Take one down to hit my peak (Yeah, yeah yeah)
I feel I overuse myself, I overuse myself
I feel, I mean I overdid myself, I overdid myself
I feel, I mean I overuse my nights, I overdid my nights
I overdid my nights
Yeah
Hit the lights and hit a right (Right)
Took everything, ain't nothing left (Ain't left)
Count your blessings, count your steps (Straight up)
At your throat like we that strep
It's way too cold under this flesh (Yeah)
All we, we ball but we don't mesh (Ball)
All we, we drink, leave us a mess (Drinking)
Down on my drugs, it is old news (Yeah)
Oh, oh oh
Mhm mhm, hmm
Hmm",150.174,11,-11.212,0
Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],"[Intro: Future & 
Young Thug
]
Ayy
I'm tweakin', I'm geekin'
I'm tweakin', I'm geekin', I can't save no ho
I'm tweakin', I'm geekin'
I'm tweakin', I'm geekin'
I'm tweakin', I'm geekin', I can't save no ho
[Verse: Don Toliver]
Met the bitch in the club and you fallin' in love and you knowin' you dead and you wrong
It's whatever, they talkin' about you whenever, don't matter, you dead and you gone
Got the drank and the tank on me
Got the gas in the gar, uh
Metro, Metro, Metro
, I got 
this
 shit here boomin'
Off the lean, the syrup, the fluid
I'ma tell you, somethin' told me to do it
Put the Perc' in your hand and you blew it
In the room and you know I get to it
Yeah, I get around, nigga, you know it
Play with me wrong, lil' nigga, I'll pull it
[Chorus: Future]
I can't save you, I can't save you, I can't save you, I can't—
I can't save you, I can't—, ayy
I can't save no ho
I can't save you, I can't save you, I can't save you, I can't save you
I can't save you, I can't save you, I can't save these hoes
Trap nigga made it to pro
I can't save no ho
Chauffeur open my door
I can't save you, ho
I can't save you, I can't—
I can't save you, I can't save you",143.067,3,-4.61,0
Miley Cyrus,Malibu,"[Verse 1]
I never came to the beach or stood by the ocean
I never sat by the shore under the sun with my feet in the sand
But you brought me here and I'm happy that you did
'Cause now I'm as free as birds catchin' the wind
I always thought I would sink, so I never swam
I never went boatin', don't get how they are floatin'
And sometimes I get so scared of what I can't understand
[Chorus]
But here I am, next to you
The sky's more blue in Malibu
Next to you in Malibu
Next to you (Baby)
[Verse 2]
We watched the sun go down as we were walkin'
I'd spend the rest of my life just standing here talkin'
You would explain the current as I just smile
Hoping that you'll stay the same and nothing will change
And it'll be us just for a while, do they even exist?
That's when I make a wish to swim away with the fish
'Cause it's supposed to be this hot all summer long
I never would've believed you if three years ago you told me
I'd be here writing this song",139.934,8,-6.406,1
Sade,Smooth Operator - Single Version,Lyrics Not Found,119.336,9,-6.619,0
Metro Boomin,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","[Intro: 
Young Thug
]
(
Metro
)
[Chorus: Swae Lee]
I just came to my senses
 (Yeah)
I stay in another dimension
Fear is non-existent (Existent)
Suit up and swing through the city (Ooh, hey)
Annihilate, I'm wide awake, be very afraid (Afraid)
I'm in my own world, give me space
I'm in my own universe, give me space (Space, yeah)
[Verse 1: Lil Wayne]
Weezy Carter, I'm 'bout to go Peter Parker
I'm Spider-Man, if he ain't me, he just a creepy crawler
Tunechi spark the lighter
, pull up in a new Ferrari Spider
Spider web necklace with the diamonds
She'll turn to Spider-Woman if I bite her
I will not go back and forth with you
I see you got the black widow with you
You should've had a black hero with you
I give an opp arachnophobia
I've been litty since I flicked the lighter
Since I was an itsy bitsy spider
They've been tryna wash the spider out
I got spiders crawlin' out your mouth, Spider-Verse",145.819,11,-6.206,0
Metro Boomin,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","[Chorus: Roisee, 
Young 
Thug
]
Not done fightin'
I don't feel I've lost
Am I dreamin'?
Is there more like us?
Got me feelin'
Like it's all too much
I feel beaten
But I can't give up
I'm still fightin' (
Metro
)
I don't feel I've lost
Am I dreamin'?
Is there more like us?
Got me feelin'
Like it's all too much
I feel beaten
But I can't give up
[Verse 1: A$AP Rocky]
Uh, wakin' up, feelin' like the thankful one
Count up my ones, lacin' up my favorite 1s
One-of-a-kind, one of one, the only one
Got one shot and one chance to take it once
Kiss my mama on the forehead, 'forе I get the code rеd
'Cause I was born, bred to go in, toast ready
Swing by 410, beef patty, cornbread
In the concrete jungle, where my home is
All get focused, all raise your toastes
The nickname: Mr. Keen-To-Do-the-Mostest
I was livin' down bad in my folks' crib
Now I'm laughin' to the bank and the joke is
Did more things than folks did, or folks get
We been gettin' this fly since some poor kids
My rich friends and my broke friends coexist
They love to mix, and we know what it is",90.061,9,-7.777,0
Katy Perry,Harleys In Hawaii,"[Verse 1]
Boy, tell me, can you take my breath away?
Cruisin' down a heart-shaped highway
Got you swervin' lane-to-lane, don't hit the brakes
'Cause I'm feelin' so safe
[Pre-Chorus]
I'll be your baby, on a Sunday
Oh, why don't we get out of town?
Call me your baby, on the same wave
Oh, no, no, there's no slowin' down
[Chorus]
You and I, I
Ridin' Harleys in Hawaii-i-i
I'm on the back, I'm holdin' tight, I
Want you to take me for a ri-ide, ride
When I hula-hula, hula
So good, you'll take me to the jeweler-jeweler, jeweler
There's pink and purple in the sky-y-y
We're ridin' Harleys in Hawaii-i-i (Ha)
[Verse 2]
Let me run my fingers through your salty hair
Go ahead, explore the island
Vibes so real that you can feel it in the air
I'm revvin' up your engine",140.092,10,-6.207,0
Beach House,Lemon Glow,"[Verse 1]
Read my fortune too
Tell me what you see
Cross it like a T
It's all the same to me
This game I play
I do it every day
Then promise I'll be fine
Bear it every time
[Refrain]
When you turn the lights down low
Lemon color, honey glow
[Verse 2]
See this state I'm in
Is crawling in my skin
Fevers took me back
And turned me inside out
[Refrain]
When you turn the lights down low
Lemon color, honey glow
[Chorus]
It's what you do
This pulls me through
To the other end
Where it begins
You see through me
Still, it's coming back
I come alive
You stay all night",148.427,0,-7.924,1
Grimes,4ÆM,"[Intro]
O—
Aphrodite
I wrote your constellation
Into the sky
S-s-s-s-s-sa
Suns at night
[Chorus]
I'm out late at 4 AM
He says, ""How's the weather, baby? How've you been?""
You're gonna get sick, you don't know when
I never doubt it at 4 AM
I'm out late at 4 AM
He says, ""How's the weather, baby? How've you been?""
You're gonna get sick, you don't know when
I never doubt it at 4 AM
[Post-Chorus]
4 AM, 4 AM
Falling down again
Unraveling
[Bridge]
Aphrodite
I wrote your constellation
Into the sky, ooh
S-s-s-s-s-sa
Suns at night",93.017,7,-4.371,0
Hailee Steinfeld,Coast (feat. Anderson .Paak),"[Intro: Anderson .Paak]
Coast
[Verse 1: Hailee Steinfeld]
You're the wave upon my ocean
Poundin' rhythm and motion
It's a full moon kind of night, yeah
I don't wanna go home yet
You can question my devotion
Wear my heart on my shoulder
Just relax and let the riptide pull you close
[Chorus: Hailee Steinfeld & 
Anderson .Paak
]
(Ah)
Baby, all I wanna do is coast (
Coast
)
With you (
You
)
Energy, the body flows
(Ah, 
hey, hey
)
Baby, all I wanna do is coast (
Coast
)
With you (
You
)
Frequency of all we know (
Yeah
)
[Verse 2: Anderson .Paak]
Feelin' like I caught a wave with ya
I've been dealin' with a lot of changes
And all the people that I like to hang with
They all been sayin' that I ain't the same
Listen, I been chillin' with you for a couple days
If you ain't afraid, me and you should rage (Rage)
In the Sun rays (Rays), come on out the cage (Cage)
Don't wanna tame, live it your way (Ayy)
Body go for days (Days), got me in a daze (Daze)
Parties in L.A. (A) feel like holidays
Hit the PCH and we on our way
To a place I was born and raised
You live on the screen and the stage
I wanna fit in between your legs
Let's pick a day, everything could wait
Words can't relay, but it's givin' fate",111.988,1,-5.153,0
Don Toliver,"Givin’ Up (Not The One) (Don Toliver & 21 Savage, 2 Chainz)","[Intro: Oscar Isaac]
But I'm not like the others
I don't always like what I have to do 
(
Honorable C.N.O.T.E.
)
But I know I have to be the one to do it
I've given up too much to stop now
[Chorus: Don Toliver]
I can't be the one here givin' up
I'm not the one here givin' up (No)
Time heals all, but I can't feel what it was
If you were me, you wouldn't give up
I'm not the one here givin' up (I'm not the one here givin' up)
I'm not the one here givin' up (I'm not the one herе givin' up)
I'm not the one herе givin' up (I'm not the one here givin' up)
I'm not the one here givin' up (I'm not the one here givin' up)
[Verse 1: 21 Savage]
Woah, woah
Every obstacle I overcame
Pushed through it, I ain't pointin' blame
Kept my focus
Every time they tried to hold me back I broke up out they chains
Reached the top and still remained the same
Hit the bottom, get up, no complain
Walk on the stage and they yell my name
They doubt me, but I always do my thing
'Cause they count on me (21)
I got a family to feed (21)
Duckin' the envy and greed (On God)
Street smart, but I still read (On God)
Give birth to heroes, I breed (21)
I smell a win and get tea (21)
Let down the top, feel the breeze (Straight up)
How you gon' give up on me? (On God)
How you just give up on we? (21)
I'd never quit, though
Got a house now, I started with a brick, though
 (Facts)
Say you hungry, all you wanna do is sit, though (Facts)
I'm a leader, I'll show you how to fish, though (21)
If you want it, there's some things you gon' miss, though (21)
I got goals everybody ain't built for (21)
I ain't stoppin' 'til I get what I'm here for (On God)",109.066,2,-6.929,1
ruinedbymateo,Sovereign,Lyrics Not Found,125.014,10,-11.373,0
Farinas,You Get Me So High,"[Intro]
You get me so high
I forget who I am
And as time goes by
I need you
I need you to stay
You get me so high
I forget who I am
And as time goes by
I need you
I need you to stay
Oh - oh -oh
[Verse 1]
I wish we could live forever
Cuz' I think I missed my last chance
I ain't been sleeping no better
So ima drink till I can't stand
[Chorus]
You told me no need to get up, the weather was fine
But [?] umbrella",120.17,11,-3.136,1
SEB,loving u is harder,"[Verse 1]
Every single day I'm catching feelings
For a different you
I'ma stain my sweater
'Cause I've never been invincible
I'ma tell the truth
But baby you can't catch an attitude
We've been living larger than the stars
But we're miserable
[Pre-Chorus]
How you getting mad
When you the only one who got caught?
How am I taking all the blame
When it wasn't my fault?
I'm the one who's dropping
Them tears on the asphalt
I'm the one who drove all the way here
Now you can't talk
[Chorus]
Loving you is harder than I thought
You got a reputation breaking hearts
Guess I should've saw this from the start
A pretty face, you such a work of art",80.039,8,-6.622,0
NEZZA,Poison,"[Verse 1]
Tell me baby
Is this what you want
Feel you starin', your heartbeat speedin' up
If you come closer might just risk it all
Tell me baby, yeah
[Pre-Chorus]
You try and play it cool (Yeah, yeah)
But I got the moves
Keep you comin'
Beggin' me for more (Yeah, yeah)
I guess you might be my next victim
[Chorus]
I got you right where
Right where I want
I’m in your nightmares
Still feel me breathin'
When I’m not there
You don’t deserve it
But I’ll give it, I’ll give it to you
I got you right where
Right where I want
I’m in your nightmares
Still feel me brеathin'
When I’m not there
You don’t dеserve it
But I’ll give it, I’ll give it to you",96.021,1,-4.914,1
Joji,Run,"[Verse 1]
I fell for your magic, I tasted your skin
And though this is tragic, at least I found the end
I witnessed your madness, you shed light on my sins
And if we share in this sadness, then where have you been?
[Chorus]
I know you're not in love like you used to be
Guess I’m not the one, like you used to think
So you'll just run
I know that I'm stuck in this misery
Guess I’m not enough, like you used to think
So I'll just run (Ooh)
[Verse 2]
You bathe in your victory
You blew out on my fuse
And if I took on the planet
Will I pay my dues?
Your love was a mystery
Yeah, my love is a fool
And I traveled the country just to get to you
[Chorus]
I know you're not in love like you used to be
Guess I'm not the one, like you used to think
So you'll just run
I know that I'm stuck in this misery
Guess I'm not enough, like you used to think
So I'll just run",157.919,7,-3.954,1
Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"[Intro: Travis Scott & 
21 Savage
]
We done did so much around the law (
21
)
I done seen so much I shouldn't've saw (
Straight up
)
Tatted teardrops, call Niagara Falls (
Straight up
)
It been up and down but never fall (
On God
)
I been at the lab behind the wall (
21
)
I been at the lab behind the—
[Chorus: Travis Scott & 
21 Savage
]
Ratchet bitches wanted Frenchy's, not Philippe
That's the type to put me in my mood (
In my mood
)
She know that I'm mobbin', she come cool for me
She know how to put me in my groove (
On G
od
)
I know it's a lot that you can learn from me
It's just one thing that you gotta prove (
Straight
 up
)
If you gotta walk, would you still ride for me?
I might need a extra foot or two
 (
Straight up
)
Gotta keep my distance, they surroundin' me
I might need a extra foot or two (
Foot or two
)
They might havе to go and build a house for me
I might need a extra foot or— (
21
)
[Verse 1: 21 Savage & 
Travis Scott
]
Crib samе size as the Galleria (Galleria, 
phew
)
Spanish model with me, call her ""Señorita""
 (Señorita, 
phew
)
I done fell in love with a hood girl
She be puttin' syrup in her margaritas (Margarita, 
phew
)
Bought my college vibe a brand new Birkin (On God, 
phew
)
On the weekend, she be twerkin' (Straight up, 
phew
)
Take a shower in the Maybach, it got curtains (21)
Leave your phone in your purse, you makin' me nervous (Lil' bitch, 
phew
)
Saint Laurent Don fresher than detergent (I be clean, 
phew
)
Got a crush on this waitress, hope she serve me (Nah mean? 
Phew
)
Porsche headlights on, Kermit the Frog (21, 21, 
phew
)
Michael Vick, number seven, I'm a dawg (Big dawg, 
phew
)",87.975,2,-5.117,1
Tory Lanez,Sorry 4 What? // LV BELT,"[Part I: ""Sorry 4 What?""]
[Intro]
I'm not tryna be here for a long time
Just, just a good, good time
I got a lot of shit weighin' on my mind
Weighin' on my mind
[Verse]
So fuckin' serious, you niggas' delirious
Said it wit' exclamation, but niggas can't fuck wit' me, period
Bitch, right off the back, I need y'all to flex
All of this stuntin' look good for my ex
All of these zeros look good on my checks
I got like two or three phones for business and bitches and still can't even answer a text
Yeah, we in the spot, we won't give it a rest
They be sayin' that that liquor gon' catch up to you
Nigga, it ain't caught up to me yet
I hit the road, I look like the mayor
Countin' up fifties and twentiеs and tens
I'm out of state, they givе me a ten
Ballin' again, again, again, again, again
Ballin' again, again, again, again, again
That was the plan again, bitch, I'm the man again
Walk out of Louis, it look like a mannequin
All the store management wanna know how much I spend, I spend, yeah
I don't fuck wit' her, she fiesty
All of the niggas that's wit' me are shiesty
This is the reason these niggas don't like me, yeah
I gotta win, I gotta hit from the back when it's pricy
I gotta fly out the trappers to sight-see
She wanna fuck wit' a R&B singer
I hit her, I ducked her, I sent her to Nyce B
I'm on a roll like the motherfuckin' dice be
I'm catchin' pussy like I'm Jerry Rice
I'm catchin' pussy like it was a flight
I'm in your city, what's up for the night?",126.0,1,-7.841,1
Swedish House Mafia,Heaven Takes You Home (feat. Connie Constance) - Alternative Mix,"[Chorus]
When Heaven takes you home
And you're at the gates alone
If the grass isn't greener
Come back and check I'm still breathin'
When Heaven takes you home
And you're untouchable
Tell 'em how you back flip through tragic
Show 'em how to struggle, make magic
[Verse 1]
There's nothin' wrong with you
You're perfect, you're cool
You took the best parts of you
Show me what love can do
[Chorus]
When Heaven takes you home
And you're untouchablе
Tell 'em how you back flip through tragic
Show 'em how to strugglе, make magic
[Drop]
Make me small
So I can fit in your pockets when you go",120.003,0,-5.369,0
PALASTIC,Caught in a Dream,"[Songtext zu „Caught In A Dream“]
[Verse 1]
You freed my heart and
Embrace my soul
No one's ever done so
Without your presence, without your hope
The right places feel so wrong
They want me high, but I feel so low
And only you can change that
They miss my smile but I can't let go
I need you in my life, babe
[Chorus]
I feel cold and our hate caught in a dream when I'm without you
Stretched out on the ground
Leave me here 'cause I've found my lust without you
[Verse 2]
You freed my heart and
Embrace my soul
No one's ever done so
Without your presence, without your hopе
The right places feel so wrong
They want mе high, but I feel so low
And only you can change that
They miss my smile but I can't let go
I need you in my life, babe",120.007,9,-10.567,1
The Weeknd,A Lesser Man,"[Verse 1]
What you don't even know
I'm a deadbeat man, never know when to fold
Spent a lot for your soul
You gon' make that back, I'ma take what I own
Far away from my home
In this hot-ass town, but my blood's still cold and
Better let them know
[Pre-Chorus]
When you see them that you make sure they pay you
Pay you in cash
I don't do favors
I don't do that
You don't want to see me
See me get mad
No matter how bad you
You think I am, am
[Chorus]
I'm a lesser man, a lesser man
A lesser man than you think I am
You think you know but you have no idea
I'm a lesser man, you're the best of them
Fuck the rest of them
I'm a lessеr man, ah
Ah, than you know",140.041,9,-8.464,0
The Weeknd,Take Me Back,"[Verse 1]
I've been manipulated a hundred times, but
None of them felt so soft and kind, and
Hell is a place for what we tried, but
Never felt so wrong in my mind, and
Never understood why 
Mama cried
, and
Could it be because our secret's hiding?
I always thought someday you'd find us, but
Waiting for you is like slowly dying
[Pre-Chorus]
'Cause you kept me warm
You held me close until you let me go
Now my blood is cold
I never had the time to let you know
[Chorus]
Take me back, take me back
Takе me back
Take me back, takе me back
Take me back
[Post-Chorus]
All of me, take all of me
All of me, all of me
Take me back, take me back
Take me back",118.024,2,-9.28,1
Disclosure,You & Me - Flume Remix,Lyrics Not Found,75.065,10,-6.872,0
Big Wild,When I Get There,Lyrics Not Found,96.015,0,-7.17,1
